"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Open Access","Abstract"
"TraceWalk: Semantic-based Process Graph Embedding for Consistency Checking","https://arxiv.org/abs/1905.06883v1","2019","Preprint","","Chen Qian
Lijie Wen
Akhil Kumar","","https://arxiv.org/pdf/1905.06883v1","Yes","Process consistency checking (PCC), an interdiscipline of natural language processing (NLP) and business process management (BPM), aims to quantify the degree of (in)consistencies between graphical and textual descriptions of a process. However, previous studies heavily depend on a great deal of complex expert-defined knowledge such as alignment rules and assessment metrics, thus suffer from the problems of low accuracy and poor adaptability when applied in open-domain scenarios. To address the above issues, this paper makes the first attempt that uses deep learning to perform PCC. Specifically, we proposed TraceWalk, using semantic information of process graphs to learn latent node representations, and integrates it into a convolutional neural network (CNN) based model called TraceNet to predict consistencies. The theoretical proof formally provides the PCC's lower limit and experimental results demonstrate that our approach performs more accurately than state-of-the-art baselines."
"Flexible and Efficient Drift Detection without Labels","https://arxiv.org/abs/2506.08734v2","2025","Preprint","","Nelvin Tan
Yu-Ching Shih
Dong Yang
Amol Salunkhe","","https://arxiv.org/pdf/2506.08734v2","Yes","Machine learning models are being increasingly used to automate decisions in almost every domain, and ensuring the performance of these models is crucial for ensuring high quality machine learning enabled services. Ensuring concept drift is detected early is thus of the highest importance. A lot of research on concept drift has focused on the supervised case that assumes the true labels of supervised tasks are available immediately after making predictions. Controlling for false positives while monitoring the performance of predictive models used to make inference from extremely large datasets periodically, where the true labels are not instantly available, becomes extremely challenging. We propose a flexible and efficient concept drift detection algorithm that uses classical statistical process control in a label-less setting to accurately detect concept drifts. We show empirically that under computational constraints, our approach has better statistical power than previous known methods. Furthermore, we introduce a new semi-supervised drift detection framework to model the scenario of detecting drift (without labels) given prior detections, and show how our drift detection algorithm can be incorporated effectively into this framework. We demonstrate promising performance via numerical simulations."
"Message Passing for Analysis and Resilient Design of Self-Healing Interdependent Cyber-Physical Networks","https://arxiv.org/abs/1606.00955v2","2016","Preprint","","Ali Behfarnia
Ali Eslami","","https://arxiv.org/pdf/1606.00955v2","Yes","Coupling cyber and physical systems gives rise to numerous engineering challenges and opportunities. An important challenge is the contagion of failure from one system to another, that can lead to large scale cascading failures. On the other hand, self-healing ability emerges as a valuable opportunity where the overlay cyber network can cure failures in the underlying physical network. To capture both self-healing and contagion, we introduce a factor graph representation of inter-dependent cyber-physical systems in which factor nodes represent various node functionalities and the edges capture the interactions between the nodes. We develop a message passing algorithm to study the dynamics of failure propagation and healing in this representation. Through applying a fixed-point analysis to this algorithm, we investigate the network reaction to initial disruptions. Our analysis provides simple yet critical guidelines for choosing network parameters to achieve resiliency against cascading failures."
"A Self Healing Model Based on Polymer-Mediated Chromophore Correlations","https://arxiv.org/abs/1205.0481v2","2012","Preprint","","Shiva Kumar Ramini
Mark G. Kuzyk","10.1063/1.4739295","https://arxiv.org/pdf/1205.0481v2","Yes","Here we present a model of self healing in which correlations between chromophores, as mediated by the polymer, are key to the recovery process. Our model determines the size distribution of the correlation volume using a grand canonical ensemble through a free energy advantage parameter. Choosing a healing rate that is proportional to the number of undamaged molecules in a correlated region, and a decay rate proportional to the intensity normalized to the correlation volume, the ensemble average is shown to correctly predict decay and recovery of the population of disperse orange 11-DO11 (1-amino-2-methylanthraquinone) molecules doped in PMMA polymer as a function of time and concentration as measured with amplified spontaneous emission and linear absorption spectroscopy using only three parameters that apply to the full set of data. Our model also predicts the temperature dependence of the process. One set of parameters should be characteristic of a particular polymer and dopant chromophore combination. Thus, use of the model in determining these parameters for various materials systems should provide the data needed to test fundamental models of the underlying mechanism responsible for self healing."
"Self-healing of structured light: a review","https://arxiv.org/abs/2207.04767v1","2022","Preprint","","Yijie Shen
Shankar Pidishety
Isaac Nape
Angela Dudley","10.1088/2040-8986/ac8888","https://arxiv.org/pdf/2207.04767v1","Yes","Self-healing of light refers to the ability of a light field to recover its structure after being damaged by a partial obstruction placed in its propagation path. Here, we will give a comprehensive review of the history and development of self-healing effects, especially highlighting its importance in vector vortex beams carrying spin and orbital angular momenta. Moreover, an unified zoology of self-healing, structured light is proposed to unveil a deeper understanding of its physical mechanism and provide a bird's eye view on diverse forms of self-healing effects of different kinds of complex structured light. Finally, we outline the open challenges we are facing, potential opportunities and future trends for both fundamental physics and applications."
"OAM-Assisted Self-Healing Is Directional, Proportional and Persistent","https://arxiv.org/abs/2504.02103v1","2025","Preprint","","Marek Klemes
Lan Hu
Greg Bowles
Alireza Ghayekhloo
Mohammad Akbari
Soulideth Thirakoune
Michael Schwartzman
Kevin Zhang
Tan Huy Ho
David Wessel
Wen Tong","","https://arxiv.org/pdf/2504.02103v1","Yes","In this paper we demonstrate the postulated mechanism of self-healing specifically due to orbital-angular-momentum (OAM) in radio vortex beams having equal beam-widths. In previous work we experimentally demonstrated self-healing effects in OAM beams at 28 GHz and postulated a theoretical mechanism to account for them. In this work we further characterize the OAM self-healing mechanism theoretically and confirm those characteristics with systematic and controlled experimental measurements on a 28 GHz outdoor link. Specifically, we find that the OAM self-healing mechanism is an additional self-healing mechanism in structured electromagnetic beams which is directional with respect to the displacement of an obstruction relative to the beam axis. We also confirm our previous findings that the amount of OAM self-healing is proportional to the OAM order, and additionally find that it persists beyond the focusing region into the far field. As such, OAM-assisted self-healing brings an advantage over other so-called non-diffracting beams both in terms of the minimum distance for onset of self-healing and the amount of self-healing obtainable. We relate our findings by extending theoretical models in the literature and develop a unifying electromagnetic analysis to account for self-healing of OAM-bearing non-diffracting beams more rigorously."
"Self-Healing Behavior of Ice","https://arxiv.org/abs/2111.08367v1","2021","Preprint","","Menno Demmenie
Paul Kolpakov
Yuki Nagata
Sander Woutersen
Daniel Bonn","","https://arxiv.org/pdf/2111.08367v1","Yes","We show that the surface of ice is self-healing: micrometer deep scratches in the ice surface spontaneously disappear by relaxation on a time scale of roughly an hour. Following the dynamics and comparing it to different mass transfer mechanisms, we find that sublimation from and condensation onto the ice surface is the dominant self-healing mechanism. The self-healing kinetics shows a strong temperature dependence, following an Arrhenius behavior with an activation energy of $ΔE = 58.6 \pm 4.6$ kJ/mole, agreeing with the proposed sublimation mechanism, and at odds with surface diffusion or fluid flow or evaporation-condensation from a quasi-liquid layer."
"A Survey on Self-healing Software System","https://arxiv.org/abs/2403.00455v1","2024","Preprint","","Zahra Yazdanparast","","https://arxiv.org/pdf/2403.00455v1","Yes","With the increasing complexity of software systems, it becomes very difficult to install, configure, adjust, and maintain them. As systems become more interconnected and diverse, system architects are less able to predict and design the interaction between components, deferring the handling of these issues to runtime. One of the important problems that occur during execution is system failures, which increase the need for self-healing systems. The main purpose of self-healing is to have an automatic system that can heal itself without human intervention. This system has predefined actions and procedures that are suitable for recovering the system from different failure modes. In this study, different self-healing methods are categorized and a summary of them is presented."
"Compact Routing Messages in Self-Healing Trees","https://arxiv.org/abs/1508.04234v1","2015","Preprint","","Armando Castaneda
Danny Dolev
Amitabh Trehan","","https://arxiv.org/pdf/1508.04234v1","Yes","Existing compact routing schemes, e.g., Thorup and Zwick [SPAA 2001] and Chechik [PODC 2013], often have no means to tolerate failures, once the system has been setup and started. This paper presents, to our knowledge, the first self-healing compact routing scheme. Besides, our schemes are developed for low memory nodes, i.e., nodes need only $O(\log^2 n)$ memory, and are thus, compact schemes. We introduce two algorithms of independent interest: The first is CompactFT, a novel compact version (using only $O(\log n)$ local memory) of the self-healing algorithm Forgiving Tree of Hayes et al. [PODC 2008]. The second algorithm (CompactFTZ) combines CompactFT with Thorup-Zwick's tree-based compact routing scheme [SPAA 2001] to produce a fully compact self-healing routing scheme. In the self-healing model, the adversary deletes nodes one at a time with the affected nodes self-healing locally by adding few edges. CompactFT recovers from each attack in only $O(1)$ time and $Δ$ messages, with only +3 degree increase and $O(log Δ)$ graph diameter increase, over any sequence of deletions ($Δ$ is the initial maximum degree). Additionally, CompactFTZ guarantees delivery of a packet sent from sender s as long as the receiver t has not been deleted, with only an additional $O(y \log Δ)$ latency, where $y$ is the number of nodes that have been deleted on the path between $s$ and $t$. If $t$ has been deleted, $s$ gets informed and the packet removed from the network."
"Modeling Adaptive Self-healing Systems","https://arxiv.org/abs/2304.12773v1","2023","Preprint","","Habtom Kahsay Gidey
Diego Marmsoler
Dominik Ascher","","https://arxiv.org/pdf/2304.12773v1","Yes","Motivation: Smart grids design requires energy distribution operations to be adaptable to abnormality. This requirement entails distribution system operators (DSOs) to optimize restoration to normal operational states dynamically. However, these design challenges demand collaborative research efforts on sophisticated modeling and simulation approaches. Approach: In the ESOSEG research project, analyzing the smart grid domain as a software-intensive system, we employed a dynamic architecture approach, particularly the FOCUS theory, to model and assure the domains' self-healing requirements. Although some works specify various self-healing systems, to the best of our knowledge, the use of the approach in smart grids is the first work to enable a formal specification and verification of self-healing properties in smart grids. Results: As a result, to support the modeling and verification process, we developed tool support with Eclipse Modeling Framework (EMF), Xtext, and other languages in the EMF ecosystem. The tool includes a grammar or a meta-model of the DSL, an interface to enable textual and graphical modeling of architectural patterns and code transformer engine for verification. Furthermore, we evaluated the modeling and verification features of the tool support with an e-Car charging scenario for modeling adaptive self-healing properties. Futureworks: As an outlook, future works could include investigation of comprehensive case studies. These, for instance, could be further particular adaptability scenarios addressing challenges in DSOs. Another interesting aspect could be the evaluation of the modeling approach by investigating its use with engineers involved in a smart grid design. Next, the evaluation could be followed with abstractions of the verification process to make it useable by system architects with no knowledge of the proof language, Isabelle/HOL."
"Self-Healing Robust Neural Networks via Closed-Loop Control","https://arxiv.org/abs/2206.12963v1","2022","Preprint","","Zhuotong Chen
Qianxiao Li
Zheng Zhang","","https://arxiv.org/pdf/2206.12963v1","Yes","Despite the wide applications of neural networks, there have been increasing concerns about their vulnerability issue. While numerous attack and defense techniques have been developed, this work investigates the robustness issue from a new angle: can we design a self-healing neural network that can automatically detect and fix the vulnerability issue by itself? A typical self-healing mechanism is the immune system of a human body. This biology-inspired idea has been used in many engineering designs but is rarely investigated in deep learning. This paper considers the post-training self-healing of a neural network, and proposes a closed-loop control formulation to automatically detect and fix the errors caused by various attacks or perturbations. We provide a margin-based analysis to explain how this formulation can improve the robustness of a classifier. To speed up the inference of the proposed self-healing network, we solve the control problem via improving the Pontryagin Maximum Principle-based solver. Lastly, we present an error estimation of the proposed framework for neural networks with nonlinear activation functions. We validate the performance on several network architectures against various perturbations. Since the self-healing method does not need a-priori information about data perturbations/attacks, it can handle a broad class of unforeseen perturbations."
"Self-healing mechanism of lithium in lithium metal batteries","https://arxiv.org/abs/2106.10979v2","2021","Preprint","","Junyu Jiao
Genming Lai
Liang Zhao
Jiaze Lu
Qidong Li
Xianqi Xu
Yao Jiang
Yan-Bing He
Chuying Ouyang
Feng Pan
Hong Li
Jiaxin Zheng","","https://arxiv.org/pdf/2106.10979v2","Yes","Li metal is an ideal anode material for use in state-of-the-art secondary batteries. However, Li-dendrite growth is a safety concern and results in low coulombic efficiency, which significantly restricts the commercial application of Li secondary batteries. Unfortunately, the Li deposition (growth) mechanism is poorly understood on the atomic scale. Here, we used machine learning to construct a Li potential model with quantum-mechanical computational accuracy. Molecular dynamics simulations in this study with this model revealed two self-healing mechanisms in a large Li-metal system, viz. surface self-healing and bulk self-healing, and identified three Li-dendrite morphologies under different conditions, viz. ""needle"", ""mushroom"", and ""hemisphere"". Finally, we introduce the concepts of local current density and variance in local current density to supplement the critical current density when evaluating the probability of self-healing."
"Screening of Fungi for the Application of Self-Healing Concrete","https://arxiv.org/abs/1711.10386v6","2017","Preprint","","Rakenth R. Menon
Jing Luo
Xiaobo Chen
Hui Zhou
Zhiyong Liu
Guangwen Zhou
Ning Zhang
Congrui Jin","","https://arxiv.org/pdf/1711.10386v6","Yes","Concrete is susceptible to cracking owing to drying shrinkage, freeze-thaw cycles, delayed ettringite formation, reinforcement corrosion, creep and fatigue, etc. Since maintenance and inspection of concrete infrastructure require onerous labor and high costs, self-healing of harmful cracks without human interference or intervention could be of great attraction. The goal of this study is to explore a new self-healing approach in which fungi are used as a self-healing agent to promote calcium carbonate precipitation to fill the cracks in concrete structures. Recent research results in the field of geomycology have shown that many species of fungi could play an important role in promoting calcium carbonate mineralization, but their application in self-healing concrete has not been reported. Therefore, a screening of different species of fungi has been conducted in this study. Our results showed that, despite the drastic pH increase owing to the leaching of calcium hydroxide from concrete, Aspergillus nidulans (MAD1445), a pH regulatory mutant, could grow on concrete plates and promote calcium carbonate precipitation."
"Self-healing unitarity is an optical illusion","https://arxiv.org/abs/2307.04127v2","2023","Preprint","","Archit Vidyarthi","10.1103/PhysRevD.109.016020","https://arxiv.org/pdf/2307.04127v2","Yes","Among the vast variety of proposals put forward by the community to resolve tree-level unitarity violations in Higgs inflation models, there exists the concept of self-healing. It heals the theory from supposed tree-level violations for elastic scattering processes by summing over successive vacuum polarization loop corrections. In this work, we examine this technique to check whether unitarity is indeed restored and find that there exist underlying constraints in self-healing unitarity that pose the same perturbative unitarity bounds that it was expected to heal."
"Collusion resistant self-healing key distribution in mobile wireless networks","https://arxiv.org/abs/1206.6285v1","2012","Preprint","","Ratna Dutta
Sugata Sanyal","","https://arxiv.org/pdf/1206.6285v1","Yes","A fundamental concern of any secure group communication system is key management and wireless environments create new challenges. One core requirement in these emerging networks is self-healing. In systems where users can be offline and miss updates, self-healing allows a user to recover lost session keys and get back into the secure communication without putting extra burden on the group manager. Clearly, self-healing must only be available to authorized users. This paper fixes the problem of collusion attack in an existing self-healing key distribution scheme and provides a highly efficient scheme as compared to the existing works. It is computationally secure, resists collusion attacks made between newly joined users and revoked users and achieves forward and backward secrecy. Our security analysis is in an appropriate security model. Unlike the existing constructions, our scheme does not forbid revoked users from rejoining in later sessions."
"Self-Healing First-Order Distributed Optimization","https://arxiv.org/abs/2104.01959v2","2021","Preprint","","Israel L. Donato Ridgley
Randy A. Freeman
Kevin M. Lynch","10.1109/CDC45484.2021.9683487","https://arxiv.org/pdf/2104.01959v2","Yes","In this paper we describe a parameterized family of first-order distributed optimization algorithms that enable a network of agents to collaboratively calculate a decision variable that minimizes the sum of cost functions at each agent. These algorithms are self-healing in that their correctness is guaranteed even if they are initialized randomly, agents drop in or out of the network, local cost functions change, or communication packets are dropped. Our algorithms are the first single-Laplacian methods to exhibit all of these characteristics. We achieve self-healing by sacrificing internal stability, a fundamental trade-off for single-Laplacian methods."
"Percolation Modeling of Conductance of Self-Healing Composites","https://arxiv.org/abs/0704.0935v2","2007","Preprint","","Alexander Dementsov
Vladimir Privman","10.1016/j.physa.2007.07.025","https://arxiv.org/pdf/0704.0935v2","Yes","We explore the conductance of self-healing materials as a measure of the material integrity in the regime of the onset of the initial fatigue. Continuum effective-field modeling and lattice numerical simulations are reported. Our results illustrate the general features of the self-healing process: The onset of the material fatigue is delayed, by developing a plateau-like time-dependence of the material quality. We demonstrate that in this low-damage regime, the changes in the conductance and similar transport/response properties of the material can be used as measures of the material quality degradation."
"A self-healing tactile sensor using an optical waveguide","https://arxiv.org/abs/2411.05159v1","2024","Preprint","","Seiichi Yamamoto
Hiroki Ishizuka
Sei Ikeda
Osamu Oshiro","","https://arxiv.org/pdf/2411.05159v1","Yes","We propose an optical tactile sensor using self-healing materials. The proposed tactile sensor consists of a structure that includes a diode, a phototransistor, and an optical waveguide made from self-healing materials. This design offers the advantage of being less susceptible to electromagnetic noise compared to traditional tactile sensors based on electrical detection principles. The sensor estimates the applied force by detecting changes in the total internal reflection caused by deformation due to contact force. In this study, we first established a fabrication method for the optical waveguide-based tactile sensor using self-healing materials. Subsequently, we measured the sensor output when a static load was applied to the fabricated tactile sensor and evaluated its characteristics. The results confirmed that the sensor output decreases in response to the applied load."
"Angular-spectrum-based analysis on the self-healing effect of Laguerre-Gaussian beams after an obstacle","https://arxiv.org/abs/1906.08474v1","2019","Preprint","","Jian-Dong Zhang
Zi-Jing Zhang
Jun-Yan Hu
Long-Zhu Cen
Yi-Fei Sun
Chen-Fei Jin
Yuan Zhao","","https://arxiv.org/pdf/1906.08474v1","Yes","Self-healing, as an exotic effect, has showed many potential applications. In this paper, we focus on the self-healing effect of Laguerre-Gaussian beams after an obstacle. By taking advantage of angular spectrum theory, we study self-healing limit of the beam against on-axis obstacle. The dependence of self-healing capability on the radius of obstacle is analyzed. Additionally, we briefly discuss the self-healing limit of the beam in an off-axis scenario. Our results indicate that field amplitude of the beam will be healed well when the obstacle is approximately on-axis without oversized radius, perhaps providing advantages for optical communication, imaging, and remote sensing systems."
"Nonadiabatic Self-Healing of Trotter Errors in Digitized Counterdiabatic Dynamics","https://arxiv.org/abs/2512.22636v1","2025","Preprint","","Mara Vizzuso
Gianluca Passarelli
Giovanni Cantele
Procolo Lucignano
Xi Chen
Koushik Paul","","https://arxiv.org/pdf/2512.22636v1","Yes","Trotter errors in digitized quantum dynamics arise from approximating time-ordered evolution under noncommuting Hamiltonian terms with a product formula. In the adiabatic regime, such errors are known to exhibit long-time self-healing [Phys. Rev. Lett. \textbf{131}, 060602 (2023)], where discretization effects are effectively suppressed. Here we show that self-healing persists at finite evolution times once nonadiabatic errors induced by finite-speed ramps are compensated. Using counterdiabatic driving to cancel diabatic transitions and isolate discretization effects, we study both noninteracting and interacting spin models and characterize the finite-time scaling with the Trotter steps and the total evolution time. In the instantaneous eigenbasis of the driven Hamiltonian, the leading digital error maps to an effective harmonic perturbation whose dominant Fourier component yields an analytic upper bound on the finite-time Trotter error and reveals the phase-cancellation mechanism underlying self-healing. Our results establish finite-time self-healing as a generic feature of digitized counterdiabatic protocols, clarify its mechanism beyond the long-time adiabatic limit, and provide practical guidance for high-fidelity state preparation on gate-based quantum processors."
"Self-Healing by Means of Runtime Execution Profiling","https://arxiv.org/abs/1203.5748v1","2012","Preprint","","Mohammad Muztaba Fuad
Debzani Deb
Jinsuk Baek","10.1109/ICCITechn.2011.6164784","https://arxiv.org/pdf/1203.5748v1","Yes","A self-healing application brings itself into a stable state after a failure put the software into an unstable state. For such self-healing software application, finding fix for a previously unseen fault is a grand challenge. Asking the user to provide fixes for every fault is bad for productivity, especially when the users are non-savvy in technical aspect of computing. If failure scenarios come into existence, the user wants the runtime environment to handle those situations autonomically. This paper presents a new technique of finding self-healing actions by matching a fault scenario to already established fault models. By profiling and capturing runtime parameters and execution pathWays, stable execution models are established and later are used to match with an unstable execution scenario. Experimentation and results are presented that showed that even with additional overheads; this technique can prove beneficial for autonomically healing faults and reliving system administrators from mundane troubleshooting situations."
"Inducing mechanical self-healing in glassy polymer melts","https://arxiv.org/abs/2404.11787v1","2024","Preprint","","José Ruiz-Franco
Andrea Giuntoli","","https://arxiv.org/pdf/2404.11787v1","Yes","Glassy polymer melts such as the plastics used in pipes, structural materials, and medical devices are ubiquitous in daily life. They accumulate damage over time due to their use, which limits their functionalities and demands periodic replacement. The resulting economic and social burden could be mitigated by the design of self-healing mechanisms that expand the lifespan of materials. However, the characteristic low molecular mobility in glassy polymer melts intrinsically limits the design of self-healing behavior. We demonstrate through numerical simulations that controlled oscillatory deformations enhance the local molecular mobility of glassy polymers without compromising their structural or mechanical stability. We apply this principle to increase the molecular mobility around the surface of a crack, inducing fracture repair and recovering the mechanical properties of the pristine material. Our findings establish a general physical mechanism of self-healing in glasses that may inspire the design and processing of new glassy materials."
"KubeAdaptor: A Docking Framework for Workflow Containerization on Kubernetes","https://arxiv.org/abs/2207.01222v1","2022","Preprint","","Chenggang Shan
Guan Wang
Yuanqing Xia
Yufeng Zhan
Jinhui Zhang","","https://arxiv.org/pdf/2207.01222v1","Yes","As Kubernetes becomes the infrastructure of the cloud-native era, the integration of workflow systems with Kubernetes is gaining more and more popularity. To our knowledge, workflow systems employ scheduling algorithms that optimize task execution order of workflow to improve performance and execution efficiency. However, due to its inherent scheduling mechanism, Kubernetes does not execute containerized scheduling following the optimized task execution order of workflow amid migrating workflow systems to the Kubernetes platform. This inconsistency in task scheduling order seriously degrades the efficiency of workflow execution and brings numerous challenges to the containerized process of workflow systems on Kubernetes. In this paper, we propose a cloud-native workflow engine, also known as KubeAdaptor, a docking framework able to implement workflow containerization on Kubernetes, integrate workflow systems with Kubernetes, ensuring the consistency of task scheduling order. We introduce the design and architecture of the KubeAdaptor, elaborate on the functionality implementation and the event-trigger mechanism within the KubeAdaptor. Experimental results about four real-world workflows show that the KubeAdaptor ensures the consistency of the workflow systems and Kubernetes in the task scheduling order. Compared with the baseline Argo workflow engine, the KubeAdaptor achieves better performance in terms of the average execution time of task pod, average workflow lifecycle, and resource usage rate."
"Insights from the Usage of the Ansible Lightspeed Code Completion Service","https://arxiv.org/abs/2402.17442v4","2024","Preprint","","Priyam Sahoo
Saurabh Pujar
Ganesh Nalawade
Richard Gebhardt
Louis Mandel
Luca Buratti","","https://arxiv.org/pdf/2402.17442v4","Yes","The availability of Large Language Models (LLMs) which can generate code, has made it possible to create tools that improve developer productivity. Integrated development environments or IDEs which developers use to write software are often used as an interface to interact with LLMs. Although many such tools have been released, almost all of them focus on general-purpose programming languages. Domain-specific languages, such as those crucial for Information Technology (IT) automation, have not received much attention. Ansible is one such YAML-based IT automation-specific language. Ansible Lightspeed is an LLM-based service designed explicitly to generate Ansible YAML, given natural language prompt. In this paper, we present the design and implementation of the Ansible Lightspeed service. We then evaluate its utility to developers using diverse indicators, including extended utilization, analysis of user edited suggestions, as well as user sentiments analysis. The evaluation is based on data collected for 10,696 real users including 3,910 returning users. The code for Ansible Lightspeed service and the analysis framework is made available for others to use. To our knowledge, our study is the first to involve thousands of users of code assistants for domain-specific languages. We are also the first code completion tool to present N-Day user retention figures, which is 13.66% on Day 30. We propose an improved version of user acceptance rate, called Strong Acceptance rate, where a suggestion is considered accepted only if less than 50% of it is edited and these edits do not change critical parts of the suggestion. By focusing on Ansible, Lightspeed is able to achieve a strong acceptance rate of 49.08% for multi-line Ansible task suggestions. With our findings we provide insights into the effectiveness of small, dedicated models in a domain-specific context."
"Three-dimensional evolution of erupted flux ropes from the Sun (2-20 Rs) to 1 AU","https://arxiv.org/abs/1211.2108v2","2012","Preprint","","A. Isavnin
A. Vourlidas
E. K. J. Kilpua","10.1007/s11207-012-0214-3","https://arxiv.org/pdf/1211.2108v2","Yes","Studying the evolution of magnetic clouds entrained in coronal mass ejections using in-situ data is a difficult task since only a limited number of observational points is available at large heliocentric distances. Remote sensing observations can, however, provide important information for events close to the Sun. In this work we estimate the flux rope orientation first in the close vicinity of the Sun (2-20 Rs) using forward modeling of STEREO/SECCHI and SOHO/LASCO coronagraph images of coronal mass ejections and then in-situ using Grad-Shafranov reconstruction of the magnetic cloud. Thus, we are able to measure changes in the orientation of the erupted flux ropes as they propagate from the Sun to 1 AU. We present both techniques and use them to study 15 magnetic clouds observed during the minimum following Solar Cycle 23 and the rise of Solar Cycle 24. This is the first multievent study to compare the three-dimensional parameters of CMEs from imaging and in-situ reconstructions. The results of our analysis confirm earlier studies showing that the flux ropes tend to deflect towards the solar equatorial plane. We also find evidence of rotation on their travel from the Sun to 1 AU. In contrast to past studies, our method allows one to deduce the evolution of the three-dimensional orientation of individual flux ropes rather than on a statistical basis."
"Security Smells in Ansible and Chef Scripts: A Replication Study","https://arxiv.org/abs/1907.07159v2","2019","Preprint","","Akond Rahman
Md. Rayhanur Rahman
Chris Parnin
Laurie Williams","","https://arxiv.org/pdf/1907.07159v2","Yes","Context: Security smells are recurring coding patterns that are indicative of security weakness, and require further inspection. As infrastructure as code (IaC) scripts, such as Ansible and Chef scripts, are used to provision cloud-based servers and systems at scale, security smells in IaC scripts could be used to enable malicious users to exploit vulnerabilities in the provisioned systems. Goal: The goal of this paper is to help practitioners avoid insecure coding practices while developing infrastructure as code scripts through an empirical study of security smells in Ansible and Chef scripts. Methodology: We conduct a replication study where we apply qualitative analysis with 1,956 IaC scripts to identify security smells for IaC scripts written in two languages: Ansible and Chef. We construct a static analysis tool called Security Linter for Ansible and Chef scripts (SLAC) to automatically identify security smells in 50,323 scripts collected from 813 open source software repositories. We also submit bug reports for 1,000 randomly-selected smell occurrences. Results: We identify two security smells not reported in prior work: missing default in case statement and no integrity check. By applying SLAC we identify 46,600 occurrences of security smells that include 7,849 hard-coded passwords. We observe agreement for 65 of the responded 94 bug reports, which suggests the relevance of security smells for Ansible and Chef scripts amongst practitioners. Conclusion: We observe security smells to be prevalent in Ansible and Chef scripts, similar to that of the Puppet scripts. We recommend practitioners to rigorously inspect the presence of the identified security smells in Ansible and Chef scripts using (i) code review, and (ii) static analysis tools."
"Performance Evaluation of Intent-Based Networking Scenarios: A GitOps and Nephio Approach","https://arxiv.org/abs/2509.13901v1","2025","Preprint","","Saptarshi Ghosh
Ioannis Mavromatis
Konstantinos Antonakoglou
Konstantinos Katsaros","","https://arxiv.org/pdf/2509.13901v1","Yes","GitOps has emerged as a foundational paradigm for managing cloud-native infrastructures by enabling declarative configuration, version-controlled state, and automated reconciliation between intents and runtime deployments. Despite its widespread adoption, the performance and scalability of GitOps tools in Intent-Based Networking (IBN) scenarios are insufficiently evaluated. This paper presents a reproducible, metric-driven benchmarking, assessing the latency and resource overheads of three widely used GitOps operators: Argo CD, Flux CD, and ConfigSync. We conduct controlled experiments under both single- and multi-intent scenarios, capturing key performance indicators such as latency and resource consumption. Our results highlight trade-offs between the tools in terms of determinism, resource efficiency, and responsiveness. We further investigate a realistic orchestration scenario, using Nephio as our orchestrator, to quantify the processing latency and overhead in declarative end-to-end deployment pipelines. Our findings can offer valuable insights for tool selection and optimisation in future autonomous network orchestration systems."
"Accelerating Control Systems with GitOps: A Path to Automation and Reliability","https://arxiv.org/abs/2511.05663v1","2025","Preprint","","M. Gonzalez
M. Acosta","","https://arxiv.org/pdf/2511.05663v1","Yes","GitOps is a foundational approach for modernizing infrastructure by leveraging Git as the single source of truth for declarative configurations. The poster explores how GitOps transforms traditional control system infrastructure, services and applications by enabling fully automated, auditable, and version-controlled infrastructure management. Cloud-native and containerized environments are shifting the ecosystem not only in the IT industry but also within the computational science field, as is the case of CERN [1] and Diamond Light Source [2] among other Accelerator/Science facilities which are slowly shifting towards modern software and infrastructure paradigms. The ACORN project, which aims to modernize Fermilab's control system infrastructure and software is implementing proven best-practices and cutting-edge technology standards including GitOps, containerization, infrastructure as code and modern data pipelines for control system data acquisition and the inclusion of AI/ML in our accelerator complex."
"Dozer: Migrating Shell Commands to Ansible Modules via Execution Profiling and Synthesis","https://arxiv.org/abs/2203.12065v1","2022","Preprint","","Eric Horton
Chris Parnin","","https://arxiv.org/pdf/2203.12065v1","Yes","Software developers frequently use the system shell to perform configuration management tasks. Unfortunately, the shell does not scale well to large systems, and configuration management tools like Ansible are more difficult to learn. We address this problem with Dozer, a technique to help developers push their shell commands into Ansible task definitions. It operates by tracing and comparing system calls to find Ansible modules with similar behaviors to shell commands, then generating and validating migrations to find the task which produces the most similar changes to the system. Dozer is syntax agnostic, which should allow it to generalize to other configuration management platforms. We evaluate Dozer using datasets from open source configuration scripts."
"The Ultimate Configuration Management Tool? Lessons from a Mixed Methods Study of Ansible's Challenges","https://arxiv.org/abs/2504.08678v3","2025","Preprint","","Carolina Carreira
Nuno Saavedra
Alexandra Mendes
João F. Ferreira","","https://arxiv.org/pdf/2504.08678v3","Yes","Infrastructure as Code (IaC) tools have transformed the way IT infrastructure is automated and managed, but their growing adoption has also exposed numerous challenges for practitioners. In this paper, we investigate these challenges through the lens of Ansible, a popular IaC tool. Using a mixed methods approach, we investigate challenges faced by practitioners. We analyze 59,157 posts from Stack Overflow, Reddit, and the Ansible Forum to identify common pain points, complemented by 20 semi-structured interviews with practitioners of varying expertise levels. Based on our findings, we highlight key directions for improving Ansible, with implications for other IaC technologies, including stronger failure locality to support debugging, clearer separation of language and templating boundaries, targeted documentation, and improved execution backends to address performance issues. By grounding these insights in the real-world struggles of Ansible users, this study provides actionable guidance for tool designers and for the broader IaC community, and contributes to a deeper understanding of the trade-offs inherent in IaC tools."
